hex_id,date,hour,node_count,road_length,is_flood_prone,rainfall_mm,is_peak,delay_minutes
88618c48d5fffff,2025-02-05,10,183,30436.5,0,0.0,1,24.5
88618c48a1fffff,2024-07-15,12,70,14243.6,0,8.2,0,18.3
88618c4f29fffff,2024-10-09,9,124,24262.4,1,2.0,1,20.2
88618c4dc9fffff,2025-09-28,10,212,33773.9,0,23.6,1,40.2
88618c419bfffff,2025-09-26,15,172,25965.4,0,0.1,0,22.4
88618e8697fffff,2024-07-26,12,138,24545.7,0,4.6,0,20.7
88618c48e5fffff,2024-10-16,19,19,5335.58,0,39.7,1,32.0
88618c4993fffff,2025-10-06,17,203,25138.1,0,10.7,1,35.2
88618eb209fffff,2025-10-25,21,136,26518.5,0,18.4,0,25.4
88618c4e47fffff,2024-03-13,12,66,15260.5,0,0.0,0,17.0
88618c408dfffff,2025-08-26,10,71,12918.5,0,0.0,1,15.5
88618c4e5dfffff,2025-02-07,22,112,22495.3,0,0.0,0,16.6
88618eb24bfffff,2025-06-27,9,154,27293.2,0,0.3,1,20.9
88618c4d5bfffff,2025-07-01,9,176,26010.8,0,1.1,1,23.7
88618c4d07fffff,2025-02-23,9,121,28107.8,0,0.0,1,17.9
88618c4d55fffff,2024-10-06,18,145,25904.3,0,0.0,1,25.8
88618c4c29fffff,2024-04-27,7,206,32688.6,0,0.0,0,24.1
88618c40b1fffff,2024-01-25,21,203,34544.5,0,0.0,0,20.7
88618c49d9fffff,2024-07-21,17,0,0.0,0,2.6,1,9.6
88618e8695fffff,2025-05-16,19,100,21643.2,0,2.9,1,17.2
88618c4c0dfffff,2024-08-23,19,118,20457.6,0,0.1,1,23.0
88618eb313fffff,2025-04-24,22,83,11795.5,0,0.0,0,13.7
88618c4c43fffff,2025-11-01,15,89,12241.0,0,0.6,0,18.3
88618c49bbfffff,2024-08-24,16,128,27051.5,0,0.2,0,18.5
88618c4d2bfffff,2025-03-29,14,84,21126.9,0,0.0,0,17.3
88618c40dbfffff,2024-01-30,18,53,13670.6,0,0.0,1,13.5
88618eb019fffff,2025-07-03,19,98,19779.8,0,0.0,1,17.6
88618c4da7fffff,2024-01-31,19,115,16986.5,0,0.0,1,20.4
88618c4767fffff,2025-03-24,18,37,7033.04,0,0.6,1,11.4
88618c4f29fffff,2025-04-18,14,124,24262.4,1,0.0,0,17.9
88618c41d1fffff,2025-11-24,7,50,14547.9,0,4.4,0,16.4
88618c4e61fffff,2024-04-15,11,244,40596.4,1,0.0,0,20.6
88618c4de5fffff,2025-11-01,20,76,21387.9,0,0.6,1,14.9
88618c4f0bfffff,2025-05-06,13,81,16344.3,0,0.0,0,14.7
88618c4983fffff,2024-06-26,9,134,24730.4,0,0.5,1,23.4
88618eb217fffff,2025-08-24,12,167,33341.2,0,0.2,0,18.0
88618eb2e3fffff,2024-07-19,19,176,36937.7,0,0.5,1,27.3
88618c4f63fffff,2025-06-08,19,133,24333.8,0,2.3,1,18.3
88618eb299fffff,2025-07-20,7,184,31000.2,0,0.2,0,19.2
88618c41d7fffff,2025-11-22,17,141,26205.2,0,11.5,1,27.7
88618eb2c9fffff,2025-06-24,13,170,32455.5,0,0.1,0,20.9
88618eb343fffff,2025-05-08,10,0,0.0,0,9.6,1,14.1
88618c4e39fffff,2024-10-31,19,213,40067.8,0,1.9,1,27.9
88618c4e01fffff,2024-04-12,8,212,32673.0,1,0.0,1,26.7
88618c48dbfffff,2024-11-09,22,160,28431.9,0,1.0,0,19.7
88618c499dfffff,2025-02-04,22,161,31248.1,0,0.0,0,18.7
88618eb045fffff,2025-08-07,9,10,6214.65,0,8.7,1,13.4
88618eb313fffff,2024-08-19,11,83,11795.5,0,1.7,0,17.8
88618c40d9fffff,2024-12-07,19,143,26764.2,0,0.4,1,23.7
88618c48d7fffff,2025-06-11,22,40,8760.65,0,7.8,0,20.0
88618c4f29fffff,2024-12-21,15,124,24262.4,1,1.5,0,16.5
88618c4093fffff,2025-04-22,10,79,10832.6,0,0.0,1,18.8
88618c49a3fffff,2024-03-16,21,178,30365.0,0,0.4,0,20.0
88618e8691fffff,2024-04-04,9,64,15889.1,0,0.0,1,16.9
88618c4c03fffff,2025-07-30,21,217,31089.1,1,0.5,0,20.5
88618c4f19fffff,2025-02-09,8,21,6311.92,0,0.2,1,11.5
88618c409dfffff,2024-05-05,14,5,2478.21,0,0.0,0,10.1
88618c4083fffff,2024-07-26,21,44,7064.91,0,4.6,0,13.9
88618eb339fffff,2025-03-26,7,31,7880.08,0,0.0,0,15.4
88618c472dfffff,2024-02-16,21,18,4250.12,0,0.0,0,13.4
88618e86b7fffff,2025-04-22,19,6,3101.04,0,0.0,1,8.8
88618c4f53fffff,2025-09-25,10,21,1749.49,0,0.2,1,14.1
88618eb329fffff,2025-11-19,17,172,26115.4,0,0.7,1,21.1
88618c4f1bfffff,2024-10-02,19,109,23868.8,0,0.0,1,21.3
88618eb241fffff,2024-09-30,8,259,41954.3,0,0.9,1,34.4
88618c4c23fffff,2024-06-21,16,173,35819.0,0,5.6,0,21.7
88618c409dfffff,2024-02-07,20,5,2478.21,0,0.0,1,8.8
88618eb061fffff,2025-11-23,8,18,6527.43,0,11.8,1,19.4
88618c40d3fffff,2024-06-14,12,56,13862.8,0,0.1,0,17.0
88618c49dbfffff,2025-11-14,10,175,35073.2,0,0.0,1,23.5
88618eb261fffff,2025-05-31,22,40,6669.04,0,0.0,0,14.4
88618c4995fffff,2025-06-24,21,102,20208.6,0,0.1,0,15.3
88618eb291fffff,2024-08-27,21,262,41121.2,0,5.1,0,25.4
88618eb315fffff,2025-05-23,7,13,4094.04,0,6.1,0,15.5
88618eb255fffff,2025-01-25,20,242,37019.2,0,0.1,1,28.2
88618eb251fffff,2025-05-22,13,128,18514.8,0,0.3,0,20.8
88618c4d63fffff,2024-07-28,16,118,30478.6,0,0.1,0,18.9
88618c4d19fffff,2025-02-24,15,172,30310.9,0,0.0,0,22.9
88618c48ebfffff,2025-08-24,11,27,6002.46,0,0.2,0,13.9
88618c4c27fffff,2024-11-06,13,247,43004.2,0,14.9,0,30.9
88618eb303fffff,2025-06-18,22,0,3109.28,0,0.3,0,14.2
88618c4093fffff,2024-11-20,17,79,10832.6,0,0.0,1,17.3
88618eb221fffff,2024-09-02,10,113,22158.0,0,2.5,1,22.0
88618c40a3fffff,2025-04-09,12,76,10106.5,0,0.0,0,14.3
88618c4c17fffff,2024-03-27,13,138,22380.2,0,0.0,0,18.2
88618eb25dfffff,2024-06-20,11,146,28744.8,0,2.1,0,16.1
88618c4183fffff,2024-11-25,15,216,35788.6,0,1.3,0,24.3
88618c488dfffff,2025-05-28,11,46,11396.9,0,3.6,0,12.0
88618c4e3dfffff,2025-10-26,18,224,37762.9,0,0.9,1,31.5
88618eb351fffff,2025-08-06,19,39,5285.61,0,2.1,1,15.0
88618c4da9fffff,2024-06-27,16,126,23691.0,0,1.0,0,19.0
88618c4dcdfffff,2025-08-19,8,231,32996.3,0,0.5,1,27.7
88618c498bfffff,2024-09-27,14,248,32410.6,0,7.8,0,30.8
88618c4f03fffff,2024-04-04,11,148,27543.5,0,0.0,0,20.7
88618c4093fffff,2025-07-20,20,79,10832.6,0,0.2,1,15.3
88618eb301fffff,2025-09-24,20,11,4241.15,0,3.5,1,13.6
88618e84d1fffff,2024-12-27,17,0,0.0,0,4.1,1,14.0
88618c48e1fffff,2025-12-09,21,24,5841.71,0,0.5,0,9.6
88618c4e41fffff,2025-02-04,22,1,0.0,0,0.0,0,15.0
88618c4c5bfffff,2025-08-17,9,0,0.0,0,12.1,1,15.8
88618eb241fffff,2024-11-02,9,259,41954.3,0,4.4,1,27.7
88618c40a5fffff,2025-06-30,21,172,28001.6,0,0.3,0,17.4
88618c476dfffff,2025-03-10,15,13,3865.84,0,0.1,0,14.5
88618eb295fffff,2025-06-11,17,192,37170.3,0,7.8,1,31.4
88618eb2e7fffff,2025-05-28,7,155,31442.0,0,3.6,0,17.9
88618c4f61fffff,2025-10-29,16,165,29512.0,0,0.0,0,21.7
88618c4c0dfffff,2024-12-01,10,118,20457.6,0,25.3,1,30.5
88618e8691fffff,2025-09-07,22,64,15889.1,0,1.7,0,15.0
88618c40b5fffff,2025-04-18,21,2,577.211,0,0.0,0,12.9
88618c41a7fffff,2025-01-10,9,109,22880.0,1,1.0,1,17.7
88618eb2d3fffff,2025-08-21,20,60,19595.8,0,0.1,1,16.8
88618eb365fffff,2025-06-15,13,0,0.0,0,0.0,0,11.0
88618eb05bfffff,2024-06-17,9,87,17951.2,0,0.3,1,15.5
88618c40e7fffff,2024-11-09,19,175,30227.9,0,1.0,1,22.3
88618eb259fffff,2025-06-15,9,153,27951.5,0,0.0,1,19.7
88618c40bdfffff,2024-12-19,16,11,3821.41,0,7.0,0,13.8
88618c49a3fffff,2024-08-18,9,178,30365.0,0,1.6,1,27.7
88618c4a93fffff,2024-07-26,16,34,6041.66,1,4.6,0,10.3
88618c4c59fffff,2024-04-24,7,0,0.0,0,0.0,0,10.7
88618eb2bbfffff,2025-11-30,19,187,26780.9,0,73.1,1,60.0
88618c4e35fffff,2025-03-06,10,45,7440.24,0,0.0,1,12.3
88618c4763fffff,2025-09-06,8,59,8067.5,0,0.5,1,17.1
88618c4d0dfffff,2025-02-02,13,161,30993.7,0,0.4,0,22.2
88618c4c2dfffff,2025-04-02,22,201,34334.8,0,0.8,0,20.8
88618c4f29fffff,2024-10-29,21,124,24262.4,1,1.1,0,19.5
88618c4debfffff,2024-04-11,9,192,29701.6,0,0.0,1,25.1
88618c48c3fffff,2025-09-18,11,176,33413.7,0,6.2,0,22.6
88618eb239fffff,2024-08-27,14,84,20772.9,0,5.1,0,16.8
88618eb297fffff,2024-06-13,20,216,41956.0,0,0.1,1,28.7
88618eb309fffff,2024-04-13,13,0,1781.62,0,0.5,0,12.7
88618c4f39fffff,2024-04-15,17,158,31662.4,1,0.0,1,25.1
88618eb32dfffff,2025-01-28,18,7,5163.05,0,0.0,1,10.4
88618c4c35fffff,2024-01-08,20,195,26132.6,0,25.5,1,41.0
88618eb20dfffff,2024-05-09,10,277,41165.2,0,2.8,1,32.4
88618eb211fffff,2024-07-13,16,237,39434.0,0,8.0,0,28.9
88618c4c03fffff,2025-03-17,15,217,31089.1,1,0.1,0,23.0
88618c4c65fffff,2025-03-31,9,174,35240.0,0,0.0,1,27.8
88618c4dcdfffff,2024-11-13,7,231,32996.3,0,33.1,0,39.1
88618c488bfffff,2024-07-19,20,171,30437.2,0,0.5,1,23.6
88618eb333fffff,2025-05-26,13,0,0.0,0,0.5,0,8.2
88618eb2d5fffff,2024-09-02,13,27,8130.81,0,2.5,0,16.3
88618e84c9fffff,2025-01-19,16,15,5077.23,0,12.1,0,20.8
88618c4187fffff,2025-03-21,20,216,34429.6,0,0.0,1,24.8
88618c4c59fffff,2025-07-11,21,0,0.0,0,5.9,0,17.1
88618c4081fffff,2024-09-13,17,85,15433.3,0,0.1,1,17.0
88618e849bfffff,2024-06-30,14,48,10970.6,0,0.0,0,11.2
88618c40a9fffff,2025-05-23,21,210,37828.1,0,6.1,0,22.1
88618c4c03fffff,2025-07-08,15,217,31089.1,1,1.3,0,24.1
88618c4d4dfffff,2024-10-25,21,83,19439.1,0,0.0,0,15.6
88618e86b9fffff,2025-04-25,21,28,8038.83,0,0.4,0,13.5
88618c4e21fffff,2024-06-29,22,240,42676.0,0,2.1,0,22.8
88618c4f31fffff,2024-11-08,19,126,30885.1,0,0.2,1,23.0
88618e84cbfffff,2025-08-03,13,31,7389.28,0,3.8,0,11.2
88618c4c63fffff,2024-03-23,14,274,40991.1,0,0.0,0,26.6
88618c40cbfffff,2025-02-16,14,57,17566.4,0,0.0,0,12.7
88618c4a93fffff,2025-05-23,21,34,6041.66,1,6.1,0,12.8
88618eb22dfffff,2024-12-27,21,190,27413.2,0,4.1,0,20.6
88618c4187fffff,2025-04-18,20,216,34429.6,0,0.0,1,29.9
88618eb23bfffff,2025-11-26,19,125,22499.6,0,0.5,1,23.0
88618eb28bfffff,2024-03-29,14,72,11178.4,0,0.0,0,18.4
88618e86b9fffff,2024-02-06,22,28,8038.83,0,0.0,0,14.9
88618c4c35fffff,2025-04-25,15,195,26132.6,0,0.4,0,23.4
88618eb31dfffff,2025-02-17,12,96,13080.7,0,0.0,0,16.8
88618eb251fffff,2024-01-06,7,128,18514.8,0,2.7,0,16.8
88618c4d2dfffff,2024-03-26,22,80,18938.4,0,0.0,0,18.6
88618eb057fffff,2025-01-20,14,177,36346.7,0,0.0,0,23.3
88618c49d7fffff,2024-03-27,17,170,33331.4,0,0.0,1,22.2
88618eb235fffff,2025-10-12,12,162,26979.9,0,1.8,0,16.4
88618eb2e5fffff,2024-09-15,22,156,26514.3,0,3.6,0,20.2
88618c42b5fffff,2024-12-09,20,117,27916.6,0,1.0,1,18.8
88618c40b7fffff,2024-01-28,19,165,29969.9,0,0.2,1,20.8
88618c4d41fffff,2024-01-21,11,210,38221.7,0,0.0,0,25.4
88618c4191fffff,2024-07-18,14,160,30506.5,0,1.1,0,20.5
88618eb351fffff,2024-05-28,9,39,5285.61,0,0.0,1,11.8
88618c408bfffff,2025-05-08,14,127,21014.0,0,9.6,0,19.4
88618c4081fffff,2024-03-25,22,85,15433.3,0,0.0,0,12.6
88618c4f69fffff,2024-11-30,19,178,32066.6,0,158.4,1,105.0
88618c4f67fffff,2024-07-21,21,154,26731.2,0,2.6,0,22.3
88618c4f17fffff,2025-05-07,19,182,32080.4,0,0.6,1,26.6
88618c4895fffff,2024-10-08,18,147,22104.1,0,1.4,1,23.7
88618c4e5dfffff,2025-11-17,17,112,22495.3,0,27.5,1,30.3
88618e86b7fffff,2025-02-10,22,6,3101.04,0,0.1,0,11.6
88618c4f69fffff,2024-10-16,12,178,32066.6,0,39.7,0,37.0
88618c4d33fffff,2024-02-01,7,253,38134.7,0,0.6,0,25.4
88618c4da3fffff,2025-05-01,11,39,8044.7,0,1.2,0,16.6
88618eb319fffff,2024-10-31,22,231,36175.1,0,1.9,0,20.8
88618eb21bfffff,2025-07-28,14,245,43473.7,0,0.0,0,23.7
88618c4d85fffff,2024-04-23,13,25,4882.22,0,0.0,0,11.6
88618c4c2dfffff,2025-01-09,9,201,34334.8,0,0.1,1,24.9
88618c4d29fffff,2024-03-26,20,103,21990.7,0,0.0,1,19.7
88618eb215fffff,2024-10-05,8,299,47715.3,0,0.1,1,37.4
88618e84c9fffff,2024-07-07,16,15,5077.23,0,1.2,0,14.5
88618e84d1fffff,2024-11-09,15,0,0.0,0,1.0,0,10.7
88618c41a3fffff,2025-02-25,21,152,28956.1,1,0.0,0,16.0
88618eb219fffff,2024-01-15,22,191,41520.1,0,0.0,0,20.5
88618c4f5bfffff,2025-04-24,7,0,0.0,0,0.0,0,11.2
88618c4c09fffff,2024-10-19,22,95,17571.0,0,8.0,0,21.4
88618eb285fffff,2024-04-25,8,161,29962.3,0,0.0,1,27.0
88618c4197fffff,2025-12-09,18,146,29151.5,0,0.5,1,20.7
88618c4e0dfffff,2025-01-13,13,159,35677.6,1,4.6,0,22.2
88618eb347fffff,2025-01-09,15,1,3669.05,0,0.1,0,12.1
88618c4f23fffff,2024-01-01,14,150,32406.1,1,0.0,0,21.3
88618c4089fffff,2024-10-05,10,30,5204.03,0,0.1,1,15.7
88618c4c47fffff,2025-06-02,12,52,12436.1,0,0.3,0,17.5
88618c4f65fffff,2025-08-11,14,131,21571.8,0,10.0,0,24.2
88618eb2e5fffff,2025-01-05,19,156,26514.3,0,0.0,1,25.8
88618c4f53fffff,2024-02-13,16,21,1749.49,0,1.1,0,9.7
88618c4d41fffff,2025-03-17,21,210,38221.7,0,0.1,0,21.0
88618eb253fffff,2025-06-20,7,96,20136.9,0,0.6,0,17.8
88618c4de5fffff,2024-02-10,14,76,21387.9,0,0.1,0,14.1
88618e84c9fffff,2025-10-06,21,15,5077.23,0,10.7,0,21.0
88618eb343fffff,2025-10-22,7,0,0.0,0,38.5,0,32.1
88618c4c41fffff,2025-12-08,17,24,4252.86,0,0.2,1,11.6
88618eb74dfffff,2025-10-04,11,76,14357.0,0,7.1,0,16.7
88618c42bbfffff,2025-09-02,15,45,10618.0,0,10.4,0,20.1
88618c4891fffff,2025-04-28,11,140,22323.4,0,0.3,0,16.4
88618e8697fffff,2025-03-02,18,138,24545.7,0,0.0,1,24.2
88618c4d23fffff,2025-04-04,11,204,30863.3,0,7.3,0,28.2
88618eb30dfffff,2025-02-04,13,19,4842.55,0,0.0,0,12.6
88618eb2d7fffff,2024-10-12,21,141,25864.9,0,3.3,0,16.9
88618c4f5bfffff,2025-01-06,15,0,0.0,0,0.5,0,11.7
88618c4e17fffff,2024-12-31,17,117,20450.9,0,0.1,1,22.2
88618eb283fffff,2024-10-14,11,181,36904.7,0,69.2,0,57.4
88618c4e3dfffff,2025-02-25,17,224,37762.9,0,0.0,1,25.0
88618c40ddfffff,2025-06-16,13,40,9026.69,0,0.0,0,12.8
88618c4e05fffff,2025-08-24,12,211,37380.7,1,0.2,0,20.7
88618eb33dfffff,2024-07-02,22,4,1781.78,0,0.0,0,9.7
88618c4e21fffff,2024-09-27,18,240,42676.0,0,7.8,1,34.6
88618eb2e5fffff,2024-05-03,16,156,26514.3,0,0.0,0,20.2
88618c4e47fffff,2025-09-24,9,66,15260.5,0,3.5,1,18.0
88618c4e07fffff,2025-11-17,17,237,40418.2,0,27.5,1,43.9
88618eb329fffff,2024-06-13,15,172,26115.4,0,0.1,0,17.6
88618c4f49fffff,2024-07-31,22,188,29357.3,1,1.5,0,19.9
88618eb2d1fffff,2025-06-19,12,33,13553.3,0,0.5,0,9.9
88618e84c1fffff,2025-08-01,12,76,17625.0,0,0.3,0,14.5
88618c4c0dfffff,2024-12-04,8,118,20457.6,0,3.5,1,22.4
88618c4c07fffff,2025-04-18,17,231,34679.0,0,0.0,1,28.5
88618eb263fffff,2024-03-02,11,233,39798.6,0,0.0,0,20.9
88618c4f31fffff,2024-05-13,8,126,30885.1,0,8.4,1,22.7
88618c499bfffff,2025-06-09,18,233,36325.6,0,6.2,1,34.7
88618eb343fffff,2024-01-19,15,0,0.0,0,0.1,0,13.5
88618c4e5dfffff,2025-11-13,14,112,22495.3,0,0.7,0,14.7
88618eb309fffff,2024-03-03,14,0,1781.62,0,0.0,0,13.4
88618c49b9fffff,2024-06-16,17,47,12724.1,0,0.2,1,17.0
88618c4e07fffff,2024-05-22,18,237,40418.2,0,21.3,1,39.6
88618c4183fffff,2024-01-06,16,216,35788.6,0,2.7,0,21.7
88618c4f69fffff,2025-06-06,15,178,32066.6,0,1.6,0,23.0
88618c4f47fffff,2025-01-17,21,105,16832.9,1,0.4,0,17.6
88618eb33bfffff,2025-08-29,16,8,5877.0,0,0.9,0,10.3
88618c4de3fffff,2024-09-19,22,89,19393.6,0,2.0,0,18.9
88618c489dfffff,2024-08-12,12,86,15551.3,0,11.4,0,24.4
88618c48a7fffff,2024-03-31,10,156,24021.9,0,0.0,1,23.0
88618c4187fffff,2025-02-03,9,216,34429.6,0,0.0,1,28.4
88618c49a3fffff,2025-09-19,11,178,30365.0,0,3.0,0,22.2
88618eb2c9fffff,2025-10-18,12,170,32455.5,0,27.5,0,33.1
88618c4e47fffff,2024-06-03,20,66,15260.5,0,9.4,1,24.3
88618c4e49fffff,2024-11-07,12,4,2786.69,0,2.6,0,15.1
88618c40a1fffff,2024-05-10,7,207,34734.2,0,7.0,0,26.2
88618eb355fffff,2025-05-27,16,2,3265.36,0,0.0,0,11.4
88618c4d69fffff,2024-01-17,22,148,25210.5,0,0.0,0,22.3
88618c42b3fffff,2024-01-23,11,71,18049.2,0,0.0,0,16.1
88618c48a3fffff,2025-10-31,12,279,41813.5,0,0.0,0,23.7
88618eb341fffff,2025-06-07,9,58,12812.5,0,1.0,1,16.5
88618c4dedfffff,2025-07-19,21,190,35110.6,0,7.0,0,23.7
88618c4997fffff,2024-04-13,11,173,33159.4,0,0.5,0,16.7
88618c476bfffff,2025-05-20,10,0,0.0,0,2.7,1,14.4
88618c41b3fffff,2024-10-31,22,84,14404.9,0,1.9,0,12.7
88618c4d47fffff,2025-10-27,17,195,34872.2,0,44.9,1,47.4
88618eb057fffff,2025-08-23,10,177,36346.7,0,25.8,1,34.3
88618c4c39fffff,2025-02-23,9,189,31468.8,1,0.0,1,22.4
88618c40c7fffff,2025-01-13,19,19,6495.82,0,4.6,1,14.6
88618c419dfffff,2024-08-23,9,225,35695.6,0,0.1,1,30.8
88618eb291fffff,2025-08-19,7,262,41121.2,0,0.5,0,26.7
88618c4f5bfffff,2025-05-16,20,0,0.0,0,2.9,1,13.0
88618c4f65fffff,2024-12-12,13,131,21571.8,0,47.9,0,43.0
88618c4f3bfffff,2025-04-27,15,194,36377.6,0,0.2,0,23.5
88618e8693fffff,2024-04-16,22,190,35032.3,0,0.0,0,20.9
88618c4c55fffff,2024-01-19,18,31,4690.99,1,0.1,1,14.4
88618eb363fffff,2024-06-25,15,0,3717.06,0,0.6,0,14.3
88618c4da7fffff,2024-07-25,11,115,16986.5,0,1.1,0,16.0
88618eb267fffff,2025-03-09,22,156,22861.0,0,0.0,0,16.6
88618eb239fffff,2024-06-09,16,84,20772.9,0,0.5,0,15.8
88618eb32bfffff,2024-12-06,19,120,23624.3,0,1.8,1,22.1
88618c48e1fffff,2025-02-20,16,24,5841.71,0,0.0,0,9.9
88618eb21dfffff,2025-01-31,17,251,43186.8,0,0.4,1,27.0
88618c48b3fffff,2024-05-31,17,138,26588.2,0,21.9,1,30.5
88618c4e6bfffff,2024-08-20,15,159,30336.4,1,4.7,0,18.2
88618c49a3fffff,2024-02-05,9,178,30365.0,0,0.0,1,24.4
88618eb061fffff,2025-03-14,21,18,6527.43,0,0.0,0,14.7
88618c40a9fffff,2025-11-05,14,210,37828.1,0,3.1,0,20.2
88618c4d15fffff,2024-11-21,8,164,29096.3,0,0.0,1,21.7
88618c40b5fffff,2024-02-15,7,2,577.211,0,0.0,0,9.0
88618c499bfffff,2025-07-28,16,233,36325.6,0,0.0,0,24.6
88618c4293fffff,2024-11-13,7,71,9907.04,0,33.1,0,33.3
88618c4d6bfffff,2024-05-26,22,155,30500.0,0,0.6,0,20.0
88618eb2d7fffff,2024-03-11,9,141,25864.9,0,0.0,1,25.4
88618c472dfffff,2024-08-12,7,18,4250.12,0,11.4,0,17.7
88618eb25bfffff,2024-06-08,16,148,27774.9,0,2.1,0,17.2
88618c40b3fffff,2024-03-06,11,274,37429.0,0,0.0,0,26.3
88618eb223fffff,2025-06-04,22,273,36206.5,0,2.3,0,22.5
88618eb343fffff,2024-08-22,19,0,0.0,0,0.0,1,13.6
88618c4c09fffff,2024-05-21,13,95,17571.0,0,24.0,0,25.9
88618c48d7fffff,2025-08-25,15,40,8760.65,0,0.0,0,16.3
88618c4e45fffff,2024-04-18,15,18,3652.78,0,0.0,0,9.2
88618c4c31fffff,2024-06-23,19,151,22157.4,0,0.9,1,22.4
88618c4765fffff,2025-09-24,14,156,26977.0,0,3.5,0,18.0
88618e86b3fffff,2025-09-23,17,1,2004.44,0,5.4,1,15.7
88618c4f61fffff,2025-03-09,18,165,29512.0,0,0.0,1,21.2
88618eb06bfffff,2025-09-18,18,29,5993.52,0,6.2,1,16.9
88618c49b9fffff,2024-07-13,12,47,12724.1,0,8.0,0,20.8
88618c4087fffff,2025-05-04,18,92,15767.2,0,1.0,1,20.4
88618c4c23fffff,2025-06-12,13,173,35819.0,0,3.0,0,23.3
88618c40c9fffff,2024-03-13,10,14,4077.41,0,0.0,1,15.0
88618c4dedfffff,2025-07-17,11,190,35110.6,0,4.4,0,22.4
88618eb33dfffff,2025-07-25,20,4,1781.78,0,1.3,1,10.6
88618e86b3fffff,2025-06-06,15,1,2004.44,0,1.6,0,14.9
88618c4d29fffff,2024-05-28,10,103,21990.7,0,0.0,1,20.9
88618eb213fffff,2025-04-04,17,243,43355.0,0,7.3,1,34.5
88618c4f4dfffff,2024-10-19,8,75,14319.2,1,8.0,1,19.9
88618c42b9fffff,2025-04-22,8,80,18119.2,0,0.0,1,15.5
88618e86b9fffff,2025-02-27,9,28,8038.83,0,0.0,1,12.7
88618c4f43fffff,2024-04-03,17,85,13486.1,1,0.0,1,15.6
88618eb2d5fffff,2025-04-05,13,27,8130.81,0,2.9,0,11.3
88618c4c47fffff,2024-08-10,17,52,12436.1,0,4.1,1,15.3
88618c4d45fffff,2025-04-17,9,171,31158.2,0,4.2,1,26.0
88618c4d1bfffff,2025-08-03,16,293,47083.6,0,3.8,0,29.3
88618eb21bfffff,2025-05-24,14,245,43473.7,0,0.2,0,22.2
88618c4dc1fffff,2024-02-17,18,109,14017.5,0,0.0,1,22.7
88618c48d7fffff,2025-03-17,11,40,8760.65,0,0.1,0,13.7
88618c4c1dfffff,2024-06-11,22,188,28471.1,1,10.4,0,29.0
88618eb299fffff,2025-11-04,19,184,31000.2,0,18.5,1,37.9
88618c499bfffff,2024-01-14,9,233,36325.6,0,0.3,1,26.7
88618c49b9fffff,2025-09-03,17,47,12724.1,0,12.9,1,18.8
88618c4c07fffff,2024-06-02,22,231,34679.0,0,22.0,0,34.0
88618c4f5bfffff,2024-02-05,22,0,0.0,0,0.0,0,9.7
88618c4d27fffff,2024-12-23,13,201,36070.6,0,0.0,0,20.3
88618eb247fffff,2025-01-17,12,268,48043.8,0,0.4,0,26.6
88618c40cbfffff,2024-11-29,10,57,17566.4,0,25.6,1,26.0
88618c40c5fffff,2024-12-14,7,8,4038.43,0,0.0,0,14.9
88618c4e03fffff,2025-08-20,9,188,34915.6,1,0.0,1,27.8
